HouseID,Area_sqft,Bedrooms,Bathrooms,Floors,YearBuilt,HouseAge,Location,Garage,HasGarden,DistanceToCityCenter_km,SchoolRating,CrimeRate,Price
672,5219,2,1,1,1999,27,Suburb,No,No,31.81,7,3.13,48170000
673,3314,6,3,2,1972,54,Suburb,No,Yes,11.53,4,6.09,33686000
674,3874,2,4,1,2007,19,Downtown,Yes,No,26.03,8,9.55,51802000
675,3778,6,4,1,2023,3,Uptown,Yes,Yes,35.0,10,1.04,47787000
676,1752,6,4,1,2021,5,Suburb,Yes,Yes,2.14,5,0.32,21501000
677,4481,3,1,1,1994,32,Uptown,Yes,Yes,33.31,9,0.65,50611000
678,5173,5,1,1,1978,48,Uptown,Yes,Yes,23.07,9,0.61,58768000
679,2622,1,2,2,1971,55,Rural,Yes,No,24.5,9,9.0,16953000
680,5030,1,3,1,1975,51,Downtown,Yes,Yes,21.16,1,7.17,64214000
681,2650,4,2,2,2018,8,Uptown,Yes,No,35.04,2,6.74,30190000
682,5359,6,3,1,2002,24,Waterfront,No,No,2.22,3,5.22,83375000
683,1829,1,1,3,1969,57,Downtown,Yes,Yes,10.81,4,7.76,23795000
684,1858,3,4,3,1984,42,Suburb,No,No,35.09,10,1.63,19307000
685,2982,6,2,3,1979,47,Rural,Yes,Yes,30.22,9,3.94,20669000
686,5042,3,4,3,1990,36,Suburb,No,Yes,1.2,10,4.9,50651000
687,2517,1,2,2,1963,63,Suburb,Yes,Yes,20.92,6,1.18,24343000
688,1831,1,1,2,2003,23,Downtown,No,No,21.42,1,4.21,24877000
689,4844,4,1,1,1982,44,Suburb,Yes,No,16.33,9,3.2,47050000
690,4761,1,1,3,1961,65,Uptown,No,Yes,12.25,6,0.45,53690000
691,1858,6,2,2,2015,11,Suburb,No,Yes,27.43,4,1.44,19310000
692,5137,6,3,1,1981,45,Rural,Yes,No,8.71,4,7.59,33698000
693,5354,6,2,1,2010,16,Rural,Yes,Yes,32.06,3,0.28,36535000
694,3677,4,3,2,2016,10,Waterfront,Yes,No,32.22,7,9.26,56479000
695,2628,4,2,3,1996,30,Rural,Yes,No,16.9,3,0.95,18358000
696,2680,1,2,1,1967,59,Suburb,Yes,Yes,11.7,2,7.93,26153000
697,5392,2,1,3,1966,60,Rural,Yes,No,11.71,10,8.91,36118000
698,637,2,4,3,1973,53,Downtown,Yes,Yes,19.55,8,9.32,10693000
699,3972,4,4,3,2015,11,Rural,Yes,No,28.92,4,8.6,25703000
700,3332,1,3,1,2014,12,Uptown,Yes,No,14.68,8,2.92,38081000
701,4079,2,4,3,1962,64,Downtown,Yes,Yes,24.6,1,3.36,53084000
702,3531,1,2,1,2009,17,Waterfront,Yes,Yes,15.61,5,4.28,52861000
703,4664,1,2,3,1975,51,Uptown,Yes,No,12.53,9,1.47,52049000
704,3093,1,1,1,2014,12,Suburb,Yes,No,1.48,1,0.32,29981000
705,4800,5,1,3,1978,48,Suburb,Yes,Yes,0.65,4,8.62,45939000
706,4318,6,4,2,2010,16,Suburb,No,No,9.47,6,5.53,43999000
707,4638,1,3,3,1977,49,Uptown,Yes,Yes,16.55,10,6.07,52979000
708,4323,5,4,3,2011,15,Uptown,Yes,Yes,34.12,8,9.18,52317000
709,4542,4,4,1,1975,51,Uptown,Yes,No,32.04,3,6.62,51045000
710,2406,2,4,1,1967,59,Downtown,No,Yes,11.05,5,6.87,31834000
711,1260,6,4,3,2019,7,Downtown,No,No,10.16,7,7.81,22479000
712,3945,2,2,2,1992,34,Suburb,No,Yes,9.48,1,1.24,36690000
713,1399,6,3,2,2008,18,Rural,No,No,13.9,7,3.63,13383000
714,4955,2,2,1,1971,55,Suburb,Yes,Yes,20.18,8,9.59,45939000
715,3447,6,3,2,2021,5,Waterfront,Yes,No,17.83,8,9.14,56781000
716,2219,2,1,3,2012,14,Downtown,Yes,No,9.12,9,8.76,31903000
717,780,2,4,1,1970,56,Uptown,No,Yes,5.65,6,4.53,11048000
718,3766,2,2,3,1964,62,Downtown,No,No,1.0,6,8.5,50244000
719,2387,2,3,1,1986,40,Uptown,No,Yes,6.58,2,0.57,27737000
720,3766,4,1,1,1971,55,Waterfront,Yes,Yes,28.36,3,1.56,56082000
721,1166,1,1,1,1976,50,Waterfront,No,No,10.12,4,4.16,16218000
722,4688,3,4,1,1965,61,Downtown,Yes,Yes,19.01,4,4.84,63235000
723,1171,5,3,2,1992,34,Uptown,Yes,No,23.86,8,2.68,17272000
724,2469,3,2,3,1964,62,Waterfront,Yes,No,35.53,1,3.59,35800000
725,4656,3,4,3,2016,10,Suburb,Yes,No,35.61,10,1.7,46012000
726,3622,6,2,3,1987,39,Suburb,Yes,Yes,29.96,4,4.89,35702000
727,5199,1,1,1,1973,53,Uptown,No,Yes,1.89,4,7.88,56141000
728,5277,6,2,2,1964,62,Downtown,Yes,Yes,23.22,1,6.58,69968000
729,4400,1,2,3,2013,13,Waterfront,Yes,No,31.57,3,1.16,66355000
730,1023,1,4,2,2015,11,Downtown,Yes,No,1.18,5,4.88,16821000
731,2893,2,2,1,2018,8,Suburb,Yes,No,22.21,6,6.94,27243000
732,3617,4,4,3,1992,34,Waterfront,No,Yes,34.38,9,5.29,57165000
733,3093,2,1,2,2021,5,Downtown,No,Yes,19.23,9,3.94,42647000
734,2468,4,4,1,2009,17,Rural,No,Yes,0.66,9,6.19,17357000
735,2253,6,4,2,2007,19,Uptown,No,Yes,0.94,1,9.59,28477000
736,2796,4,3,3,2000,26,Uptown,No,Yes,16.96,9,1.03,35440000
737,2761,6,2,3,1978,48,Rural,Yes,Yes,6.62,8,3.92,19841000
738,2786,3,1,1,1981,45,Suburb,No,Yes,26.75,2,4.08,25442000
739,4702,3,4,1,1964,62,Waterfront,Yes,Yes,28.5,1,5.75,69144000
740,3378,4,1,1,2018,8,Uptown,Yes,Yes,7.53,1,1.59,40436000
741,4643,4,3,2,1961,65,Rural,Yes,Yes,35.6,6,1.83,31084000
742,4144,6,2,2,1989,37,Rural,No,Yes,17.96,9,2.9,30034000
743,4932,2,4,2,2006,20,Suburb,No,Yes,6.14,7,9.47,47266000
744,2555,6,2,1,1998,28,Suburb,Yes,No,30.69,5,7.29,27104000
745,5220,2,3,3,1963,63,Downtown,No,Yes,31.7,2,6.58,65471000
746,1776,3,3,3,1992,34,Uptown,No,Yes,25.75,1,8.11,22061000
747,3266,1,1,2,1972,54,Downtown,Yes,Yes,34.21,2,1.35,40667000
748,802,4,4,2,1979,47,Rural,Yes,Yes,29.63,1,8.52,7764000
749,1138,2,1,3,2013,13,Waterfront,No,Yes,35.35,3,5.93,18389000
750,555,6,3,3,1966,60,Waterfront,Yes,Yes,17.64,6,3.39,12612000
751,5321,3,2,2,1974,52,Suburb,Yes,No,30.03,8,8.1,49808000
752,1025,2,1,2,1982,44,Waterfront,Yes,Yes,39.99,3,7.97,15184000
753,5069,6,1,3,1973,53,Waterfront,Yes,Yes,29.13,10,8.39,79218000
754,4623,4,2,1,1982,44,Waterfront,No,No,5.01,9,1.23,70903000
755,2625,4,1,2,1978,48,Rural,No,Yes,20.97,10,9.6,18572000
756,3787,5,2,3,2023,3,Waterfront,No,Yes,23.7,5,9.5,59708000
757,864,1,4,3,2013,13,Waterfront,No,No,7.38,7,3.6,17358000
758,5121,5,2,3,1988,38,Waterfront,No,No,38.53,8,0.75,79322000
759,5478,3,4,3,2015,11,Downtown,No,Yes,7.44,3,1.74,75011000
760,2146,2,2,1,1979,47,Rural,Yes,Yes,7.51,2,9.83,13940000
761,1418,3,3,3,1988,38,Suburb,Yes,Yes,36.65,2,5.62,14775000
762,3297,6,3,2,1983,43,Downtown,Yes,Yes,18.88,5,3.59,47230000
763,2031,4,4,1,1977,49,Uptown,No,No,3.0,1,2.92,24827000
764,3845,5,4,3,2022,4,Rural,Yes,Yes,24.13,2,2.62,27481000
765,2406,5,3,1,1969,57,Rural,Yes,Yes,24.27,9,6.61,17871000
766,3586,5,4,2,2000,26,Uptown,Yes,No,3.05,7,4.21,44103000
767,5080,3,2,3,2016,10,Uptown,No,No,38.91,6,9.56,57219000
768,2575,4,2,2,1967,59,Uptown,No,Yes,21.99,9,6.8,31526000
769,1213,2,3,3,1985,41,Suburb,Yes,No,22.61,7,7.86,12356000
770,1562,6,1,3,2021,5,Waterfront,No,Yes,21.04,5,2.97,29726000
771,2476,2,2,3,1988,38,Rural,Yes,No,24.62,9,0.88,16948000
772,1796,3,4,3,1969,57,Waterfront,Yes,Yes,10.94,6,4.88,31514000
773,625,6,1,3,1976,50,Waterfront,No,Yes,11.85,6,3.18,15660000
774,5132,5,1,1,1961,65,Uptown,Yes,Yes,20.7,4,2.08,58001000
775,4096,1,2,3,1965,61,Suburb,No,Yes,32.36,1,9.44,35616000
776,3783,3,2,3,2017,9,Downtown,Yes,Yes,2.47,5,4.45,52225000
777,2103,3,1,1,1964,62,Suburb,Yes,No,24.33,9,1.81,20900000
778,566,4,1,1,1987,39,Waterfront,No,No,32.37,8,2.05,12375000
779,732,2,3,1,2021,5,Suburb,Yes,Yes,6.7,8,2.85,9022000
780,2656,3,4,1,2000,26,Uptown,No,Yes,1.09,5,9.89,32059000
781,1669,3,3,1,1964,62,Downtown,No,Yes,12.85,9,2.73,24542000
782,2658,5,2,1,1977,49,Uptown,Yes,No,23.73,3,3.32,31053000
783,4706,5,3,3,1985,41,Downtown,Yes,No,5.96,3,6.56,64137000
784,1993,6,3,3,1979,47,Waterfront,Yes,No,17.33,1,2.98,33886000
785,5218,1,3,2,2000,26,Downtown,Yes,No,22.32,9,2.21,69750000
786,4507,4,3,3,2008,18,Downtown,Yes,Yes,24.16,6,1.65,63163000
787,2972,1,4,3,1986,40,Downtown,Yes,Yes,11.34,2,3.16,40377000
788,3160,6,4,1,2008,18,Suburb,Yes,No,16.3,8,1.14,33594000
789,3239,5,1,1,1971,55,Suburb,Yes,No,31.24,9,0.28,31547000
790,2261,2,2,3,1966,60,Waterfront,No,Yes,37.68,9,7.99,34013000
791,4014,5,3,2,2018,8,Downtown,No,Yes,34.54,2,1.45,56183000
792,2475,4,1,1,1962,64,Rural,No,No,22.79,2,7.7,15700000
793,2862,5,1,3,1969,57,Waterfront,Yes,Yes,16.71,7,7.92,45047000
794,1376,4,1,3,1993,33,Downtown,No,Yes,13.65,4,5.37,20362000
795,4312,4,4,2,1984,42,Downtown,Yes,No,5.44,1,3.13,59209000
796,3948,4,3,2,1994,32,Suburb,No,Yes,4.71,8,1.52,39202000
797,1812,6,3,1,1975,51,Waterfront,No,Yes,27.69,2,7.32,29656000
798,1960,4,2,2,1961,65,Downtown,Yes,No,10.76,3,5.99,27617000
799,3209,4,3,3,2019,7,Downtown,No,No,10.56,5,6.52,44839000
800,2824,2,3,3,1983,43,Waterfront,No,No,39.93,3,0.18,41130000
801,2233,1,1,2,1969,57,Rural,No,Yes,7.92,7,9.19,13807000
802,2105,3,2,2,1997,29,Waterfront,No,Yes,6.35,7,0.75,34712000
803,3063,1,3,2,1981,45,Waterfront,Yes,No,4.4,2,3.69,46033000
804,3921,4,4,2,1985,41,Rural,Yes,No,23.4,7,4.05,27253000
805,4017,2,3,1,2002,24,Waterfront,Yes,Yes,25.3,6,0.11,62118000
806,2897,5,1,2,2014,12,Downtown,No,No,14.93,10,4.97,40773000
807,4235,2,4,1,1998,28,Waterfront,Yes,Yes,21.65,9,7.48,65463000
808,3370,4,1,3,1986,40,Rural,No,Yes,31.64,9,8.17,22592000
809,1660,2,3,2,1988,38,Uptown,Yes,Yes,32.82,2,8.72,17657000
810,5354,2,4,1,2006,20,Waterfront,Yes,Yes,38.34,7,4.88,80301000
811,742,4,2,2,1997,29,Suburb,Yes,Yes,33.06,5,6.28,10005000
812,3090,6,2,3,1979,47,Downtown,No,No,22.81,6,0.88,44629000
813,1563,2,4,3,1986,40,Downtown,Yes,No,7.6,1,4.88,22665000
814,4824,3,4,3,2000,26,Suburb,Yes,No,4.44,7,1.62,48535000
815,3095,3,1,2,2013,13,Suburb,Yes,Yes,2.65,6,3.72,31278000
816,1419,2,4,2,1979,47,Waterfront,Yes,Yes,26.83,4,3.33,24085000
817,505,6,1,1,2003,23,Suburb,Yes,Yes,32.4,1,4.25,5901000
818,967,5,3,3,1978,48,Uptown,No,Yes,20.59,9,5.7,14132000
819,4670,4,1,2,1979,47,Rural,Yes,No,2.66,4,8.95,31525000
820,503,3,4,3,1994,32,Suburb,Yes,No,21.65,2,3.97,8263000
821,1145,5,4,3,2006,20,Suburb,No,No,37.46,8,9.72,13901000
822,617,2,3,1,1961,65,Uptown,No,Yes,24.11,2,7.54,6505000
823,3428,5,4,1,1989,37,Downtown,Yes,Yes,32.47,5,5.11,46990000
824,3051,1,4,1,2012,14,Downtown,Yes,Yes,32.11,6,6.41,40458000
825,4789,3,2,1,1993,33,Waterfront,No,Yes,37.32,8,1.1,72752000
826,1346,2,2,3,1981,45,Uptown,No,No,30.92,1,8.38,14241000
827,3262,4,3,1,1962,64,Rural,No,No,30.03,1,5.81,21791000
828,1641,6,1,1,1965,61,Rural,Yes,Yes,9.75,4,9.76,12813000
829,2310,2,2,1,1974,52,Uptown,Yes,No,2.87,5,6.34,27859000
830,1223,4,1,1,1986,40,Rural,No,No,20.95,9,8.27,9072000
831,724,6,4,3,1969,57,Downtown,Yes,Yes,5.42,7,7.94,15765000
832,5127,6,2,1,1968,58,Rural,Yes,No,38.51,7,3.49,35074000
833,4708,2,3,3,1992,34,Rural,No,Yes,11.95,8,2.64,31218000
834,5154,5,3,2,1991,35,Uptown,No,Yes,34.19,5,4.32,58754000
835,2548,5,3,3,2007,19,Uptown,Yes,No,15.81,5,4.68,31223000
836,5249,6,2,3,1965,61,Rural,No,No,13.27,1,2.45,34163000
837,4915,5,1,1,2000,26,Suburb,Yes,Yes,37.44,9,8.87,48155000
838,2073,1,4,2,2018,8,Uptown,Yes,Yes,14.85,6,5.42,26151000
839,2328,6,1,2,1995,31,Waterfront,No,No,15.92,9,9.69,37704000
840,2417,6,1,2,2018,8,Waterfront,Yes,No,4.69,3,8.04,41270000
841,4734,4,4,2,2019,7,Downtown,Yes,No,26.98,5,5.55,63868000
842,2526,5,4,3,1961,65,Rural,No,Yes,11.91,2,9.38,18426000
843,4244,6,2,2,1988,38,Suburb,Yes,No,23.63,10,5.05,42769000
844,1401,1,2,3,1963,63,Downtown,Yes,Yes,23.86,5,8.79,19434000
845,5285,4,2,3,1960,66,Rural,No,No,28.91,8,3.61,34407000
846,2539,2,2,3,1978,48,Uptown,No,Yes,29.94,2,3.81,27797000
847,509,6,2,2,1985,41,Waterfront,No,No,20.82,8,4.2,11136000
848,760,1,4,1,1984,42,Suburb,No,Yes,13.57,4,5.46,8082000
849,2173,3,1,1,1969,57,Waterfront,Yes,Yes,33.58,10,5.52,33942000
850,2719,1,2,2,2012,14,Uptown,No,Yes,12.74,10,4.96,32735000
851,2560,1,2,1,1974,52,Rural,Yes,Yes,20.55,1,3.1,17471000
852,4213,4,1,1,2018,8,Uptown,No,No,16.35,5,9.19,47871000
853,2119,2,2,3,1981,45,Uptown,Yes,No,34.28,1,5.87,23713000
854,820,3,1,3,2010,16,Waterfront,Yes,No,17.56,7,4.1,16061000
855,1842,5,1,2,2007,19,Suburb,Yes,Yes,15.75,8,6.48,20847000
856,2876,5,4,2,1980,46,Uptown,Yes,No,27.75,3,7.63,33644000
857,3332,1,3,1,2018,8,Waterfront,No,No,24.3,3,9.52,47633000
858,3324,4,4,3,2015,11,Suburb,Yes,Yes,4.74,7,5.0,34422000
859,2494,4,3,2,1981,45,Rural,Yes,Yes,20.57,4,1.2,18320000
860,3458,5,3,2,1995,31,Rural,Yes,No,29.55,3,4.42,23032000
861,2538,3,3,2,1993,33,Downtown,Yes,No,39.69,8,4.79,34506000
862,3990,2,2,2,1989,37,Waterfront,No,No,25.35,3,8.89,57510000
863,4177,3,4,2,1984,42,Suburb,No,Yes,15.13,7,3.97,41247000
864,1618,6,3,2,2004,22,Uptown,No,No,9.43,2,9.44,21866000
865,2104,6,1,1,1987,39,Rural,No,Yes,34.98,1,4.85,14576000
866,4527,2,2,3,1960,66,Suburb,No,No,32.68,6,9.64,41209000
867,735,5,4,3,2008,18,Waterfront,Yes,No,9.74,8,0.18,19584000
868,2469,2,3,2,2004,22,Downtown,No,Yes,8.42,1,8.91,32845000
869,4929,4,1,3,1963,63,Rural,No,No,28.75,10,9.22,31814000
870,2408,6,4,3,1966,60,Suburb,Yes,Yes,12.94,9,9.52,27558000
871,875,1,4,3,2008,18,Suburb,No,No,12.6,3,0.23,8447000
872,4030,1,2,2,1968,58,Suburb,No,Yes,6.52,3,1.78,36769000
873,3135,5,4,2,1995,31,Waterfront,Yes,Yes,10.93,4,6.51,51259000
874,2070,4,2,3,1978,48,Waterfront,Yes,Yes,17.39,1,0.35,34253000
875,3060,3,3,3,1960,66,Waterfront,Yes,Yes,29.45,9,0.72,49345000
876,3891,4,2,2,1969,57,Uptown,No,Yes,13.78,3,2.27,45947000
877,3465,1,1,1,1995,31,Suburb,No,No,13.48,10,5.12,32230000
878,4143,1,2,3,1968,58,Rural,Yes,No,11.75,4,5.45,26907000
879,4350,6,1,1,2004,22,Waterfront,No,No,19.39,1,0.44,67111000
880,1372,4,2,3,2005,21,Waterfront,Yes,Yes,7.64,4,1.77,25277000
881,1752,4,4,1,2001,25,Suburb,Yes,No,19.68,1,5.0,17550000
882,1814,1,3,1,1991,35,Waterfront,No,Yes,28.31,5,5.92,26988000
883,5320,3,1,1,1991,35,Uptown,No,No,1.68,5,1.55,60404000
884,3398,5,2,2,1965,61,Uptown,Yes,Yes,0.89,7,4.01,41140000
885,577,5,2,1,2007,19,Waterfront,Yes,No,3.47,8,8.96,14406000
886,3121,4,2,1,1997,29,Suburb,Yes,No,21.66,4,9.89,28561000
887,4727,5,4,1,1976,50,Suburb,Yes,No,34.25,7,9.77,45178000
888,1100,1,4,3,1969,57,Suburb,Yes,Yes,0.69,4,8.74,11731000
889,1565,1,1,1,2009,17,Downtown,Yes,Yes,37.5,3,3.97,18930000
890,2636,4,1,3,1986,40,Waterfront,Yes,Yes,4.7,6,6.83,43120000
891,2949,4,4,1,2013,13,Suburb,Yes,No,33.76,4,4.18,30691000
892,2843,6,1,1,2009,17,Uptown,Yes,No,19.57,3,6.46,34771000
893,2363,4,3,2,1994,32,Rural,Yes,Yes,26.54,9,3.13,18504000
894,1818,3,3,3,2011,15,Rural,No,No,20.67,5,6.04,13711000
895,5211,5,4,1,2018,8,Suburb,No,No,19.34,7,5.23,51260000
896,4097,4,1,3,1980,46,Rural,Yes,No,33.48,6,0.34,26330000
897,4262,2,2,3,2022,4,Rural,Yes,Yes,30.36,10,7.85,28937000
898,5170,6,3,2,1984,42,Downtown,Yes,Yes,19.59,5,0.22,71572000
899,2690,2,4,2,1987,39,Uptown,Yes,Yes,4.91,7,2.97,33495000
900,1492,1,1,2,2006,20,Uptown,Yes,No,5.06,6,0.16,19442000
901,3212,5,4,2,1974,52,Downtown,Yes,Yes,32.16,10,3.79,45345000
902,2692,4,2,2,1963,63,Downtown,Yes,Yes,21.41,2,0.72,37217000
903,1748,2,3,2,1988,38,Rural,No,No,19.52,3,9.05,10840000
904,3554,5,4,2,2018,8,Waterfront,Yes,No,27.38,2,4.17,56585000
905,5098,1,4,2,1968,58,Rural,Yes,No,34.42,3,4.6,32605000
906,4533,3,4,1,1986,40,Downtown,No,Yes,25.34,1,3.53,59945000
907,2497,6,2,3,1985,41,Uptown,Yes,Yes,30.63,8,6.25,32122000
908,5416,5,4,2,1978,48,Rural,Yes,No,30.73,6,7.79,36467000
909,4187,5,2,2,2015,11,Waterfront,Yes,Yes,14.57,2,6.45,63825000
910,2651,3,2,3,1987,39,Rural,Yes,Yes,11.33,8,7.43,19381000
911,4518,5,2,1,1976,50,Suburb,No,Yes,32.15,6,8.98,42291000
912,3610,1,3,3,2002,24,Rural,Yes,Yes,15.4,7,8.56,25543000
913,2470,1,3,3,2016,10,Downtown,Yes,Yes,36.18,1,6.71,33189000
914,697,3,4,2,2000,26,Uptown,Yes,No,3.25,7,2.2,11675000
915,3126,6,4,3,2001,25,Uptown,Yes,No,2.8,3,6.35,39945000
916,1702,4,3,3,2009,17,Downtown,No,No,37.12,8,5.06,25982000
917,2535,2,1,2,1979,47,Suburb,No,Yes,26.11,6,7.13,23834000
918,977,4,3,2,2004,22,Downtown,Yes,Yes,15.49,4,8.26,16746000
919,1754,5,2,2,1999,27,Rural,Yes,Yes,30.32,8,7.38,14073000
920,1422,2,3,2,1998,28,Downtown,Yes,No,27.06,9,8.4,21738000
921,919,3,2,3,2008,18,Downtown,No,Yes,21.48,10,0.73,16125000
922,2704,3,4,3,2012,14,Suburb,Yes,No,4.41,2,0.41,27609000
923,3097,6,1,1,1982,44,Rural,Yes,No,32.58,6,2.63,22091000
924,1620,2,4,1,2006,20,Waterfront,Yes,Yes,34.71,5,8.93,24344000
925,3568,1,2,3,1991,35,Waterfront,Yes,Yes,7.3,5,8.17,54264000
926,1450,2,2,1,2011,15,Uptown,Yes,No,34.1,10,6.79,18044000
927,2836,5,2,3,2006,20,Downtown,Yes,No,35.17,3,6.97,37546000
928,2743,1,1,1,2023,3,Uptown,Yes,Yes,22.2,8,7.22,30862000
929,3145,3,3,2,2022,4,Suburb,Yes,Yes,26.42,8,9.34,32521000
930,2357,2,4,1,1992,34,Waterfront,Yes,No,15.6,5,8.26,35719000
931,5112,4,4,2,2016,10,Downtown,No,Yes,11.63,8,6.21,70396000
932,2365,6,3,2,2005,21,Suburb,Yes,Yes,29.02,10,6.62,25342000
933,3412,4,4,2,1964,62,Suburb,Yes,Yes,34.54,8,2.19,33490000
934,3353,6,1,2,2002,24,Downtown,No,No,26.34,3,6.54,46890000
935,5410,5,4,1,2007,19,Suburb,Yes,Yes,20.71,2,4.26,52476000
936,3728,4,2,3,1993,33,Downtown,Yes,Yes,6.78,9,1.6,53389000
937,4219,2,3,2,1999,27,Downtown,No,Yes,2.61,2,8.0,55554000
938,3728,2,1,1,1970,56,Rural,Yes,No,18.1,9,5.1,23420000
939,2871,4,3,2,2020,6,Uptown,No,No,2.45,4,9.68,33879000
940,3391,2,1,1,2009,17,Suburb,Yes,No,22.99,2,2.86,32276000
941,4256,5,2,1,1962,64,Suburb,Yes,No,15.62,10,4.81,41629000
942,4725,1,3,1,2021,5,Rural,Yes,No,30.41,1,4.49,29902000
943,594,5,4,3,2017,9,Rural,Yes,Yes,12.57,4,1.28,7600000
944,3174,6,1,1,1992,34,Rural,No,Yes,23.92,9,4.28,22940000
945,2455,5,3,1,1970,56,Waterfront,No,No,21.74,9,2.92,40659000
946,1293,6,4,3,1975,51,Waterfront,No,Yes,0.69,4,1.67,25832000
947,2334,2,3,3,1977,49,Waterfront,No,Yes,3.36,9,2.87,37434000
948,2616,1,3,1,1989,37,Downtown,No,No,11.97,6,2.39,34637000
949,4606,2,3,3,2007,19,Suburb,Yes,Yes,35.35,1,7.29,43645000
950,3825,3,1,2,2014,12,Uptown,Yes,Yes,6.31,10,0.4,46661000
951,3419,2,4,2,1969,57,Downtown,Yes,No,28.58,6,6.15,45475000
952,3097,6,2,3,1977,49,Suburb,Yes,No,38.95,9,7.55,31029000
953,3705,2,1,3,1997,29,Suburb,No,Yes,31.73,2,4.81,33618000
954,5307,2,1,1,2022,4,Rural,Yes,No,10.1,6,9.23,34598000
955,1314,1,1,3,1978,48,Rural,Yes,No,36.38,2,7.04,8616000
956,845,2,2,1,1995,31,Downtown,Yes,No,4.18,4,7.43,13402000
957,2849,1,4,2,2018,8,Rural,Yes,Yes,18.99,8,2.03,20292000
958,862,4,4,3,2022,4,Suburb,Yes,Yes,35.56,7,7.72,13422000
959,2943,3,4,1,1972,54,Rural,Yes,No,25.83,9,8.25,20323000
960,2765,1,3,1,2015,11,Waterfront,Yes,No,16.84,7,3.64,42749000
961,2688,6,3,2,2005,21,Rural,Yes,No,12.07,1,2.19,20959000
962,3505,4,3,3,1962,64,Suburb,No,Yes,15.32,2,3.87,32482000
963,3781,1,2,2,1969,57,Downtown,Yes,Yes,20.6,6,7.35,48945000
964,1484,1,3,1,1997,29,Uptown,Yes,No,13.1,7,4.19,18167000
965,2139,3,2,1,1960,66,Rural,Yes,Yes,38.77,3,7.32,14977000
966,1327,6,4,3,2014,12,Suburb,Yes,No,37.36,9,1.21,17634000
967,3230,5,3,1,2015,11,Uptown,Yes,Yes,34.89,7,8.0,38934000
968,4031,5,3,3,1986,40,Uptown,Yes,Yes,17.16,6,2.58,49075000
969,4951,1,1,2,2005,21,Waterfront,Yes,No,27.81,6,2.54,72028000
970,3435,2,2,3,1967,59,Uptown,Yes,No,36.16,1,5.89,37866000
971,4376,6,4,3,2010,16,Suburb,Yes,Yes,34.09,5,0.79,43491000
972,626,4,1,1,2005,21,Suburb,Yes,Yes,16.87,10,0.36,9684000
973,3677,2,1,1,2001,25,Rural,No,No,4.94,3,2.66,24021000
974,3556,2,4,3,1976,50,Rural,Yes,Yes,3.49,7,5.37,23755000
975,1103,6,1,1,1968,58,Rural,No,No,23.29,10,8.99,8699000
976,3949,1,2,1,2020,6,Uptown,Yes,No,25.88,3,8.4,43403000
977,4646,1,2,1,1965,61,Uptown,Yes,Yes,34.07,5,4.91,49780000
978,4033,1,3,3,2002,24,Waterfront,No,No,12.05,7,0.46,61294000
979,3867,1,1,1,1984,42,Rural,No,Yes,7.12,3,5.35,25051000
980,3868,5,3,3,1998,28,Downtown,Yes,No,15.47,10,7.01,55164000
981,4297,1,1,1,2008,18,Waterfront,Yes,Yes,14.47,2,3.42,63154000
982,2292,5,2,2,2019,7,Downtown,Yes,No,5.73,6,1.19,35118000
983,3361,5,2,1,1987,39,Uptown,Yes,Yes,27.06,8,2.83,39898000
984,3976,1,2,1,1992,34,Waterfront,Yes,Yes,20.59,4,7.66,59590000
985,3917,3,1,3,2013,13,Waterfront,Yes,No,28.98,9,3.54,60409000
986,2145,4,2,3,1996,30,Suburb,Yes,No,14.43,8,8.06,21979000
987,1705,2,1,1,1968,58,Uptown,Yes,No,13.37,7,3.23,19869000
988,3530,5,3,2,1977,49,Uptown,No,Yes,19.17,7,1.7,42370000
989,3372,6,1,1,2015,11,Waterfront,No,No,35.16,3,4.37,51897000
990,3572,6,3,1,2018,8,Uptown,No,Yes,2.09,6,4.53,45680000
991,2354,4,1,2,1980,46,Waterfront,Yes,Yes,32.29,5,0.26,36396000
992,4521,6,3,3,1961,65,Suburb,No,No,15.08,1,1.25,43855000
993,5162,3,2,1,2020,6,Waterfront,No,Yes,34.26,3,1.91,76163000
994,3208,6,3,3,2017,9,Uptown,Yes,No,32.19,1,1.21,38931000
995,4002,2,2,3,2002,24,Uptown,Yes,No,14.28,4,3.45,47006000
996,1832,2,2,2,2018,8,Waterfront,No,No,27.91,10,9.55,29329000
997,701,5,3,2,2019,7,Waterfront,Yes,No,6.81,3,5.09,16567000
998,4007,1,1,3,1997,29,Waterfront,Yes,No,35.9,4,6.25,57218000
999,4712,3,1,1,2017,9,Rural,Yes,Yes,16.48,9,3.59,31760000
1000,1074,5,4,3,1999,27,Uptown,Yes,No,18.5,3,3.27,17682000
